"gutenberg_id","text"
11870,"THE COUNTRY OF THE BLIND"
11870,""
11870,"And Other Stories"
11870,""
11870,"H. G. WELLS"
11870,""
11870,""
11870,""
11870,""
11870,""
11870,""
11870,""
11870,"[Illustration: He stopped, and then made a dash to escape from their"
11870,"closing ranks.]"
11870,""
11870,""
11870,""
11870,""
11870,""
11870,""
11870,"INTRODUCTION"
11870,""
11870,"The enterprise of Messrs. T. Nelson & Sons and the friendly accommodation"
11870,"of Messrs. Macmillan render possible this collection in one cover of all"
11870,"the short stories by me that I care for any one to read again. Except for"
11870,"the two series of linked incidents that make up the bulk of the book"
11870,"called _Tales of Space and Time_, no short story of mine of the"
11870,"slightest merit is excluded from this volume. Many of very questionable"
11870,"merit find a place; it is an inclusive and not an exclusive gathering."
11870,"And the task of selection and revision brings home to me with something of"
11870,"the effect of discovery that I was once an industrious writer of short"
11870,"stories, and that I am no longer anything of the kind. I have not written"
11870,"one now for quite a long time, and in the past five or six years I have"
11870,"made scarcely one a year. The bulk of the fifty or sixty tales from which"
11870,"this present three-and-thirty have been chosen dates from the last"
11870,"century. This edition is more definitive than I supposed when first I"
11870,"arranged for it. In the presence of so conclusive an ebb and cessation an"
11870,"almost obituary manner seems justifiable."
11870,""
11870,"I find it a little difficult to disentangle the causes that have"
11870,"restricted the flow of these inventions. It has happened, I remark, to"
11870,"others as well as to myself, and in spite of the kindliest encouragement"
11870,"to continue from editors and readers. There was a time when life bubbled"
11870,"with short stories; they were always coming to the surface of my mind, and"
11870,"it is no deliberate change of will that has thus restricted my production."
11870,"It is rather, I think, a diversion of attention to more sustained and more"
11870,"exacting forms. It was my friend Mr. C.L. Hind who set that spring going."
11870,"He urged me to write short stories for the _Pall Mall Budget_, and"
11870,"persuaded me by his simple and buoyant conviction that I could do what he"
11870,"desired. There existed at the time only the little sketch, ""The Jilting of"
11870,"Jane,"" included in this volume--at least, that is the only tolerable"
11870,"fragment of fiction I find surviving from my pre-Lewis-Hind period. But I"
11870,"set myself, so encouraged, to the experiment of inventing moving and"
11870,"interesting things that could be given vividly in the little space of"
11870,"eight or ten such pages as this, and for a time I found it a very"
11870,"entertaining pursuit indeed. Mr. Hind's indicating finger had shown me an"
11870,"amusing possibility of the mind. I found that, taking almost anything as a"
11870,"starting-point and letting my thoughts play about it, there would"
11870,"presently come out of the darkness, in a manner quite inexplicable, some"
11870,"absurd or vivid little incident more or less relevant to that initial"
11870,"nucleus. Little men in canoes upon sunlit oceans would come floating out"
11870,"of nothingness, incubating the eggs of prehistoric monsters unawares;"
11870,"violent conflicts would break out amidst the flower-beds of suburban"
11870,"gardens; I would discover I was peering into remote and mysterious worlds"
11870,"ruled by an order logical indeed but other than our common sanity."
11870,""
11870,"The 'nineties was a good and stimulating period for a short-story writer."
11870,"Mr. Kipling had made his astonishing advent with a series of little"
11870,"blue-grey books, whose covers opened like window-shutters to reveal"
11870,"the dusty sun-glare and blazing colours of the East; Mr. Barrie had"
11870,"demonstrated what could be done in a little space through the panes of his"
11870,"_Window in Thrums_. The _National Observer_ was at the climax of"
11870,"its career of heroic insistence upon lyrical brevity and a vivid finish,"
11870,"and Mr. Frank Harris was not only printing good short stories by other"
11870,"people, but writing still better ones himself in the dignified pages of"
11870,"the _Fortnightly Review. Longman's Magazine_, too, represented a"
11870,"_clientele_ of appreciative short-story readers that is now"
11870,"scattered. Then came the generous opportunities of the _Yellow Book_,"
11870,"and the _National Observer_ died only to give birth to the _New"
11870,"Review_. No short story of the slightest distinction went for long"
11870,"unrecognised. The sixpenny popular magazines had still to deaden down the"
11870,"conception of what a short story might be to the imaginative limitation of"
11870,"the common reader--and a maximum length of six thousand words. Short"
11870,"stories broke out everywhere. Kipling was writing short stories; Barrie,"
11870,"Stevenson, Frank-Harris; Max Beerbohm wrote at least one perfect one, ""The"
11870,"Happy Hypocrite""; Henry James pursued his wonderful and inimitable bent;"
11870,"and among other names that occur to me, like a mixed handful of jewels"
11870,"drawn from a bag, are George Street, Morley Roberts, George Gissing, Ella"
11870,"d'Arcy, Murray Gilchrist, E. Nesbit, Stephen Crane, Joseph Conrad, Edwin"
11870,"Pugh, Jerome K. Jerome, Kenneth Graham, Arthur Morrison, Marriott Watson,"
11870,"George Moore, Grant Allen, George Egerton, Henry Harland, Pett Ridge, W."
11870,"W. Jacobs (who alone seems inexhaustible). I dare say I could recall as"
11870,"many more names with a little effort. I may be succumbing to the"
11870,"infirmities of middle age, but I do not think the present decade can"
11870,"produce any parallel to this list, or what is more remarkable, that the"
11870,"later achievements in this field of any of the survivors from that time,"
11870,"with the sole exception of Joseph Conrad, can compare with the work they"
11870,"did before 1900. It seems to me this outburst of short stories came not"
11870,"only as a phase in literary development, but also as a phase in the"
11870,"development of the individual writers concerned."
11870,""
11870,"It is now quite unusual to see any adequate criticism of short stories in"
11870,"English. I do not know how far the decline in short-story writing may not"
11870,"be due to that. Every sort of artist demands human responses, and few men"
11870,"can contrive to write merely for a publisher's cheque and silence, however"
11870,"reassuring that cheque may be. A mad millionaire who commissioned"
11870,"masterpieces to burn would find it impossible to buy them. Scarcely any"
11870,"artist will hesitate in the choice between money and attention; and it was"
11870,"primarily for that last and better sort of pay that the short stories of"
11870,"the 'nineties were written. People talked about them tremendously,"
11870,"compared them, and ranked them. That was the thing that mattered."
11870,""
11870,"It was not, of course, all good talk, and we suffered then, as now, from"
11870,"the _a priori_ critic. Just as nowadays he goes about declaring that"
11870,"the work of such-and-such a dramatist is all very amusing and delightful,"
11870,"but ""it isn't a Play,"" so we' had a great deal of talk about _the_"
11870,"short story, and found ourselves measured by all kinds of arbitrary"
11870,"standards. There was a tendency to treat the short story as though it was"
11870,"as definable a form as the sonnet, instead of being just exactly what any"
11870,"one of courage and imagination can get told in twenty minutes' reading or"
11870,"so. It was either Mr. Edward Garnett or Mr. George Moore in a violently"
11870,"anti-Kipling mood who invented the distinction between the short story and"
11870,"the anecdote. The short story was Maupassant; the anecdote was damnable."
11870,"It was a quite infernal comment in its way, because it permitted no"
11870,"defence. Fools caught it up and used it freely. Nothing is so destructive"
11870,"in a field of artistic effort as a stock term of abuse. Anyone could say"
11870,"of any short story, ""A mere anecdote,"" just as anyone can say"
11870,"""Incoherent!"" of any novel or of any sonata that isn't studiously"
11870,"monotonous. The recession of enthusiasm for this compact, amusing form is"
11870,"closely associated in my mind with that discouraging imputation. One felt"
11870,"hopelessly open to a paralysing and unanswerable charge, and one's ease"
11870,"and happiness in the garden of one's fancies was more and more marred by"
11870,"the dread of it. It crept into one's mind, a distress as vague and"
11870,"inexpugnable as a sea fog on a spring morning, and presently one shivered"
11870,"and wanted to go indoors...It is the absurd fate of the imaginative writer"
11870,"that he should be thus sensitive to atmospheric conditions."
11870,""
11870,"But after one has died as a maker one may still live as a critic, and I"
11870,"will confess I am all for laxness and variety in this as in every field of"
11870,"art. Insistence upon rigid forms and austere unities seems to me the"
11870,"instinctive reaction of the sterile against the fecund. It is the tired"
11870,"man with a headache who values a work of art for what it does not contain."
11870,"I suppose it is the lot of every critic nowadays to suffer from"
11870,"indigestion and a fatigued appreciation, and to develop a self-protective"
11870,"tendency towards rules that will reject, as it were, automatically the"
11870,"more abundant and irregular forms. But this world is not for the weary,"
11870,"and in the long-run it is the new and variant that matter. I refuse"
11870,"altogether to recognise any hard and fast type for the Short Story, any"
11870,"more than I admit any limitation upon the liberties of the Small Picture."
11870,"The short story is a fiction that may be read in something under an hour,"
11870,"and so that it is moving and delightful, it does not matter whether it is"
11870,"as ""trivial"" as a Japanese print of insects seen closely between grass"
11870,"stems, or as spacious as the prospect of the plain of Italy from Monte"
11870,"Mottarone. It does not matter whether it is human or inhuman, or whether"
11870,"it leaves you thinking deeply or radiantly but superficially pleased. Some"
11870,"things are more easily done as short stories than others and more"
11870,"abundantly done, but one of the many pleasures of short-story writing is"
11870,"to achieve the impossible."
11870,""
11870,"At any rate, that is the present writer's conception of the art of the"
11870,"short story, as the jolly art of making something very bright and moving;"
11870,"it may be horrible or pathetic or funny or beautiful or profoundly"
11870,"illuminating, having only this essential, that it should take from fifteen"
11870,"to fifty minutes to read aloud. All the rest is just whatever invention"
11870,"and imagination and the mood can give--a vision of buttered slides on a"
11870,"busy day or of unprecedented worlds. In that spirit of miscellaneous"
11870,"expectation these stories should be received. Each is intended to be a"
11870,"thing by itself; and if it is not too ungrateful to kindly and"
11870,"enterprising publishers, I would confess I would much prefer to see each"
11870,"printed expensively alone, and left in a little brown-paper cover to lie"
11870,"about a room against the needs of a quite casual curiosity. And I would"
11870,"rather this volume were found in the bedrooms of convalescents and in"
11870,"dentists' parlours and railway trains than in gentlemen's studies. I would"
11870,"rather have it dipped in and dipped in again than read severely through."
11870,"Essentially it is a miscellany of inventions, many of which were very"
11870,"pleasant to write; and its end is more than attained if some of them are"
11870,"refreshing and agreeable to read. I have now re-read them all, and I am"
11870,"glad to think I wrote them. I like them, but I cannot tell how much the"
11870,"associations of old happinesses gives them a flavour for me. I make no"
11870,"claims for them and no apology; they will be read as long as people read"
11870,"them. Things written either live or die; unless it be for a place of"
11870,"judgment upon Academic impostors, there is no apologetic intermediate"
11870,"state."
11870,""
11870,"I may add that I have tried to set a date to most of these stories, but"
11870,"that they are not arranged in strictly chronological order."
11870,""
11870,"H. G. WELLS."
11870,""
11870,""
11870,""
11870,"CONTENTS."
11870,""
11870,"     I. THE JILTING OF JANE"
11870,""
11870,"    II. THE CONE"
11870,""
11870,"   III. THE STOLEN BACILLUS"
11870,""
11870,"    IV. THE FLOWERING OF THE STRANGE ORCHID"
11870,""
11870,"     V. THE AVU OBSERVATORY"
11870,""
11870,"    VI. AEPYORNIS ISLAND"
11870,""
11870,"   VII. THE REMARKABLE CASE OF DAVIDSON'S EYES."
11870,""
11870,"  VIII. THE LORD OF THE DYNAMOS."
11870,""
11870,"    IX. THE MOTH"
11870,""
11870,"     X. THE TREASURE IN THE FOREST"
11870,""
11870,"    XI. THE STORY OF THE LATE MR. ELVESHAM"
11870,""
11870,"   XII. UNDER THE KNIFE"
11870,""
11870,"  XIII. THE SEA RAIDERS"
11870,""
11870,"   XIV. THE OBLITERATED MAN"
11870,""
11870,"    XV. THE PLATTNER STORY"
11870,""
11870,"   XVI. THE RED ROOM"
11870,""
11870,"  XVII. THE PURPLE PILEUS"
11870,""
11870," XVIII. A SLIP UNDER THE MICROSCOPE"
11870,""
11870,"   XIX. THE CRYSTAL EGG"
11870,""
11870,"    XX. THE STAR"
11870,""
11870,"   XXI. THE MAN WHO COULD WORK MIRACLES"
11870,""
11870,"  XXII. A VISION OF JUDGMENT"
11870,""
11870," XXIII. JIMMY GOGGLES THE GOD"
11870,""
11870,"  XXIV. MISS WINCHELSEA'S HEART"
11870,""
11870,"   XXV. A DREAM OF ARMAGEDDON"
11870,""
11870,"  XXVI. THE VALLEY OF SPIDERS"
11870,""
11870," XXVII. THE NEW ACCELERATOR"
11870,""
11870,"XXVIII. THE TRUTH ABOUT PYECRAFT"
11870,""
11870,"  XXIX. THE MAGIC SHOP"
11870,""
11870,"   XXX. THE EMPIRE OF THE ANTS"
11870,""
11870,"  XXXI. THE DOOR IN THE WALL"
11870,""
11870," XXXII. THE COUNTRY OF THE BLIND"
11870,""
11870,"XXXIII. THE BEAUTIFUL SUIT"
11870,""
11870,""
11870,""
11870,""
11870,"  I."
11870,""
11870,"  THE JILTING OF JANE."
11870,""
11870,""
11870,"As I sit writing in my study, I can hear our Jane bumping her way"
11870,"downstairs with a brush and dust-pan. She used in the old days to sing"
11870,"hymn tunes, or the British national song for the time being, to these"
11870,"instruments, but latterly she has been silent and even careful over her"
11870,"work. Time was when I prayed with fervour for such silence, and my wife"
11870,"with sighs for such care, but now they have come we are not so glad as we"
11870,"might have anticipated we should be. Indeed, I would rejoice secretly,"
11870,"though it may be unmanly weakness to admit it, even to hear Jane sing"
11870,"""Daisy,"" or, by the fracture of any plate but one of Euphemia's best green"
11870,"ones, to learn that the period of brooding has come to an end."
11870,""
11870,"Yet how we longed to hear the last of Jane's young man before we heard the"
11870,"last of him! Jane was always very free with her conversation to my wife,"
11870,"and discoursed admirably in the kitchen on a variety of topics--so well,"
11870,"indeed, that I sometimes left my study door open--our house is a small"
11870,"one--to partake of it. But after William came, it was always William,"
11870,"nothing but William; William this and William that; and when we thought"
