"gutenberg_id","text"
21839,"                         Transcriber's Note:"
21839,""
21839,"The Table of Contents is not part of the original book. The illustration"
21839,"on page 290 is missing from the book. The Introduction ends abruptly."
21839,"Seems incomplete."
21839,""
21839,""
21839,"       [Illustration: _Mr. Dashwood introduced him._--P. 219.]"
21839,""
21839,""
21839,""
21839,"                         SENSE & SENSIBILITY"
21839,""
21839,""
21839,""
21839,"                                  BY"
21839,""
21839,"                             JANE AUSTEN"
21839,""
21839,""
21839,""
21839,"                         WITH AN INTRODUCTION"
21839,""
21839,""
21839,"                                  BY"
21839,""
21839,"                            AUSTIN DOBSON"
21839,""
21839,""
21839,""
21839,"                             ILLUSTRATED"
21839,""
21839,""
21839,"                                  BY"
21839,""
21839,"                             HUGH THOMSON"
21839,""
21839,""
21839,""
21839,""
21839,""
21839,""
21839,"                  LONDON: MACMILLAN AND CO., LIMITED"
21839,""
21839,"                   NEW YORK: THE MACMILLAN COMPANY"
21839,""
21839,"                                 1902"
21839,""
21839,""
21839,""
21839,"        _First Edition with Hugh Thomson's Illustrations_ 1896"
21839,""
21839,"       *       *       *       *       *"
21839,""
21839,""
21839,""
21839,""
21839,"CONTENTS"
21839,""
21839,""
21839,"INTRODUCTION"
21839,"LIST OF ILLUSTRATIONS"
21839,"CHAPTER I"
21839,"CHAPTER II"
21839,"CHAPTER III"
21839,"CHAPTER IV"
21839,"CHAPTER V"
21839,"CHAPTER VI"
21839,"CHAPTER VII"
21839,"CHAPTER VIII"
21839,"CHAPTER IX"
21839,"CHAPTER X"
21839,"CHAPTER XI"
21839,"CHAPTER XII"
21839,"CHAPTER XIII"
21839,"CHAPTER XIV"
21839,"CHAPTER XV"
21839,"CHAPTER XVI"
21839,"CHAPTER XVII"
21839,"CHAPTER XVIII"
21839,"CHAPTER XIX"
21839,"CHAPTER XX"
21839,"CHAPTER XXI"
21839,"CHAPTER XXII"
21839,"CHAPTER XXIII"
21839,"CHAPTER XXIV"
21839,"CHAPTER XXV"
21839,"CHAPTER XXVI"
21839,"CHAPTER XXVII"
21839,"CHAPTER XXVIII"
21839,"CHAPTER XXIX"
21839,"CHAPTER XXX"
21839,"CHAPTER XXXI"
21839,"CHAPTER XXXII"
21839,"CHAPTER XXXIII"
21839,"CHAPTER XXXIV"
21839,"CHAPTER XXXV"
21839,"CHAPTER XXXVI"
21839,"CHAPTER XXXVII"
21839,"CHAPTER XXXVIII"
21839,"CHAPTER XXXIX"
21839,"CHAPTER XL"
21839,"CHAPTER XLI"
21839,"CHAPTER XLII"
21839,"CHAPTER XLIII"
21839,"CHAPTER XLIV"
21839,"CHAPTER XLV"
21839,"CHAPTER XLVI"
21839,"CHAPTER XLVII"
21839,"CHAPTER XLVIII"
21839,"CHAPTER XLIX"
21839,"CHAPTER L"
21839,""
21839,"       *       *       *       *       *"
21839,""
21839,""
21839,""
21839,""
21839,"INTRODUCTION"
21839,""
21839,""
21839,"With the title of _Sense and Sensibility_ is connected one of those minor"
21839,"problems which delight the cummin-splitters of criticism. In the _Cecilia_"
21839,"of Madame D'Arblay--the forerunner, if not the model, of Miss Austen--is a"
21839,"sentence which at first sight suggests some relationship to the name of"
21839,"the book which, in the present series, inaugurated Miss Austen's novels."
21839,"'The whole of this unfortunate business'--says a certain didactic Dr."
21839,"Lyster, talking in capitals, towards the end of volume three of"
21839,"_Cecilia_--'has been the result of PRIDE and PREJUDICE,' and looking to"
21839,"the admitted familiarity of Miss Austen with Madame D'Arblay's work, it"
21839,"has been concluded that Miss Austen borrowed from _Cecilia_, the title of"
21839,"her second novel. But here comes in the little problem to which we have"
21839,"referred. _Pride and Prejudice_ it is true, was written and finished"
21839,"before _Sense and Sensibility_--its original title for several years being"
21839,"_First Impressions_. Then, in 1797, the author fell to work upon an older"
21839,"essay in letters _‡ la_ Richardson, called _Elinor and Marianne_, which"
21839,"she re-christened _Sense and Sensibility._ This, as we know, was her first"
21839,"published book; and whatever may be the connection between the title of"
21839,"_Pride and Prejudice_ and the passage in _Cecilia_, there is an obvious"
21839,"connection between the title of _Pride and Prejudice_ and the _title of"
21839,"Sense and Sensibility_. If Miss Austen re-christened _Elinor and"
21839,"Marianne_ before she changed the title of _First Impressions_, as she well"
21839,"may have, it is extremely unlikely that the name of _Pride and Prejudice_"
21839,"has anything to do with _Cecilia_ (which, besides, had been published at"
21839,"least twenty years before). Upon the whole, therefore, it is most likely"
21839,"that the passage in Madame D'Arblay is a mere coincidence; and that in"
21839,"_Sense and Sensibility_, as well as in the novel that succeeded it in"
21839,"publication, Miss Austen, after the fashion of the old morality plays,"
21839,"simply substituted the leading characteristics of her principal personages"
21839,"for their names. Indeed, in _Sense and Sensibility_ the sense of Elinor,"
21839,"and the sensibility (or rather _sensiblerie_) of Marianne, are markedly"
21839,"emphasised in the opening pages of the book But Miss Austen subsequently,"
21839,"and, as we think, wisely, discarded in her remaining efforts the cheap"
21839,"attraction of an alliterative title. _Emma_ and _Persuasion, Northanger"
21839,"Abbey_ and _Mansfield Park_, are names far more in consonance with the"
21839,"quiet tone of her easy and unobtrusive art."
21839,""
21839,"_Elinor and Marianne_ was originally written about 1792. After the"
21839,"completion--or partial completion, for it was again revised in"
21839,"1811--of _First Impressions_ (subsequently _Pride and Prejudice_),"
21839,"Miss Austen set about recasting _Elinor and Marianne_, then composed"
21839,"in the form of letters; and she had no sooner accomplished this task,"
21839,"than she began _Northanger Abbey_. It would be interesting to know to"
21839,"what extent she remodelled _Sense and Sensibility_ in 1797-98, for we"
21839,"are told that previous to its publication in 1811 she again devoted a"
21839,"considerable time to its preparation for the press, and it is clear"
21839,"that this does not mean the correction of proofs alone, but also a"
21839,"preliminary revision of MS. Especially would it be interesting if we"
21839,"could ascertain whether any of its more finished passages, _e.g._ the"
21839,"admirable conversation between the Miss Dashwoods and Willoughby in"
21839,"chapter x., were the result of those fallow and apparently barren"
21839,"years at Bath and Southampton, or whether they were already part of"
21839,"the second version of 1797-98. But upon this matter the records are"
21839,"mute. A careful examination of the correspondence published by Lord"
21839,"Brabourne in 1884 only reveals two definite references to _Sense and"
21839,"Sensibility_ and these are absolutely unfruitful in suggestion. In"
21839,"April 1811 she speaks of having corrected two sheets of 'S and S,'"
21839,"which she has scarcely a hope of getting out in the following June;"
21839,"and in September, an extract from the diary of another member of the"
21839,"family indirectly discloses the fact that the book had by that time"
21839,"been published. This extract is a brief reference to a letter which"
21839,"had been received from Cassandra Austen, begging her correspondent not"
21839,"to mention that Aunt Jane wrote _Sense and Sensibility._ Beyond these"
21839,"minute items of information, and the statement--already referred to in"
21839,"the Introduction to _Pride and Prejudice_--that she considered herself"
21839,"overpaid for the labour she had bestowed upon it, absolutely nothing"
21839,"seems to have been preserved by her descendants respecting her first"
21839,"printed effort. In the absence of particulars some of her critics have"
21839,"fallen to speculate upon the reason which made her select it, and not"
21839,"_Pride and Prejudice_, for her dÈbut; and they have, perhaps"
21839,"naturally, found in the fact a fresh confirmation of that traditional"
21839,"blindness of authors to their own best work, which is one of the"
21839,"commonplaces of literary history. But this is to premise that she"
21839,"_did_ regard it as her masterpiece, a fact which, apart from this"
21839,"accident of priority of issue, is, as far as we are aware, nowhere"
21839,"asserted. A simpler solution is probably that, of the three novels she"
21839,"had written or sketched by 1811, _Pride and Prejudice_ was languishing"
21839,"under the stigma of having been refused by one bookseller without the"
21839,"formality of inspection, while _Northanger Abbey_ was lying _perdu_ in"
21839,"another bookseller's drawer at Bath. In these circumstances it is"
21839,"intelligible that she should turn to _Sense and Sensibility_, when, at"
21839,"length--upon the occasion of a visit to her brother in London in the"
21839,"spring of 1811--Mr. T. Egerton of the 'Military Library,' Whitehall,"
