"gutenberg_id","text"
35,"The Time Machine"
35,""
35,"An Invention"
35,""
35,"by H. G. Wells"
35,""
35,""
35,"CONTENTS"
35,""
35," I Introduction"
35," II The Machine"
35," III The Time Traveller Returns"
35," IV Time Travelling"
35," V In the Golden Age"
35," VI The Sunset of Mankind"
35," VII A Sudden Shock"
35," VIII Explanation"
35," IX The Morlocks"
35," X When Night Came"
35," XI The Palace of Green Porcelain"
35," XII In the Darkness"
35," XIII The Trap of the White Sphinx"
35," XIV The Further Vision"
35," XV The Time Traveller’s Return"
35," XVI After the Story"
35," Epilogue"
35,""
35,""
35,""
35,""
35," I."
35," Introduction"
35,""
35,""
35,"The Time Traveller (for so it will be convenient to speak of him) was"
35,"expounding a recondite matter to us. His pale grey eyes shone and"
35,"twinkled, and his usually pale face was flushed and animated. The fire"
35,"burnt brightly, and the soft radiance of the incandescent lights in the"
35,"lilies of silver caught the bubbles that flashed and passed in our"
35,"glasses. Our chairs, being his patents, embraced and caressed us rather"
35,"than submitted to be sat upon, and there was that luxurious"
35,"after-dinner atmosphere, when thought runs gracefully free of the"
35,"trammels of precision. And he put it to us in this way—marking the"
35,"points with a lean forefinger—as we sat and lazily admired his"
35,"earnestness over this new paradox (as we thought it) and his fecundity."
35,""
35,"“You must follow me carefully. I shall have to controvert one or two"
35,"ideas that are almost universally accepted. The geometry, for instance,"
35,"they taught you at school is founded on a misconception.”"
35,""
35,"“Is not that rather a large thing to expect us to begin upon?” said"
35,"Filby, an argumentative person with red hair."
35,""
35,"“I do not mean to ask you to accept anything without reasonable ground"
35,"for it. You will soon admit as much as I need from you. You know of"
35,"course that a mathematical line, a line of thickness _nil_, has no real"
35,"existence. They taught you that? Neither has a mathematical plane."
35,"These things are mere abstractions.”"
35,""
35,"“That is all right,” said the Psychologist."
35,""
35,"“Nor, having only length, breadth, and thickness, can a cube have a"
35,"real existence.”"
35,""
35,"“There I object,” said Filby. “Of course a solid body may exist. All"
35,"real things—”"
35,""
35,"“So most people think. But wait a moment. Can an _instantaneous_ cube"
35,"exist?”"
35,""
35,"“Don’t follow you,” said Filby."
35,""
35,"“Can a cube that does not last for any time at all, have a real"
35,"existence?”"
35,""
35,"Filby became pensive. “Clearly,” the Time Traveller proceeded, “any"
35,"real body must have extension in _four_ directions: it must have"
35,"Length, Breadth, Thickness, and—Duration. But through a natural"
35,"infirmity of the flesh, which I will explain to you in a moment, we"
35,"incline to overlook this fact. There are really four dimensions, three"
35,"which we call the three planes of Space, and a fourth, Time. There is,"
35,"however, a tendency to draw an unreal distinction between the former"
35,"three dimensions and the latter, because it happens that our"
35,"consciousness moves intermittently in one direction along the latter"
35,"from the beginning to the end of our lives.”"
35,""
35,"“That,” said a very young man, making spasmodic efforts to relight his"
35,"cigar over the lamp; “that . . . very clear indeed.”"
35,""
35,"“Now, it is very remarkable that this is so extensively overlooked,”"
35,"continued the Time Traveller, with a slight accession of cheerfulness."
35,"“Really this is what is meant by the Fourth Dimension, though some"
35,"people who talk about the Fourth Dimension do not know they mean it. It"
35,"is only another way of looking at Time. _There is no difference between"
35,"Time and any of the three dimensions of Space except that our"
35,"consciousness moves along it_. But some foolish people have got hold of"
35,"the wrong side of that idea. You have all heard what they have to say"
35,"about this Fourth Dimension?”"
35,""
35,"“_I_ have not,” said the Provincial Mayor."
35,""
35,"“It is simply this. That Space, as our mathematicians have it, is"
35,"spoken of as having three dimensions, which one may call Length,"
35,"Breadth, and Thickness, and is always definable by reference to three"
35,"planes, each at right angles to the others. But some philosophical"
35,"people have been asking why _three_ dimensions particularly—why not"
35,"another direction at right angles to the other three?—and have even"
35,"tried to construct a Four-Dimensional geometry. Professor Simon Newcomb"
35,"was expounding this to the New York Mathematical Society only a month"
35,"or so ago. You know how on a flat surface, which has only two"
35,"dimensions, we can represent a figure of a three-dimensional solid, and"
35,"similarly they think that by models of three dimensions they could"
35,"represent one of four—if they could master the perspective of the"
35,"thing. See?”"
35,""
35,"“I think so,” murmured the Provincial Mayor; and, knitting his brows,"
35,"he lapsed into an introspective state, his lips moving as one who"
35,"repeats mystic words. “Yes, I think I see it now,” he said after some"
35,"time, brightening in a quite transitory manner."
35,""
35,"“Well, I do not mind telling you I have been at work upon this geometry"
35,"of Four Dimensions for some time. Some of my results are curious. For"
35,"instance, here is a portrait of a man at eight years old, another at"
35,"fifteen, another at seventeen, another at twenty-three, and so on. All"
35,"these are evidently sections, as it were, Three-Dimensional"
35,"representations of his Four-Dimensioned being, which is a fixed and"
35,"unalterable thing."
35,""
35,"“Scientific people,” proceeded the Time Traveller, after the pause"
35,"required for the proper assimilation of this, “know very well that Time"
35,"is only a kind of Space. Here is a popular scientific diagram, a"
35,"weather record. This line I trace with my finger shows the movement of"
35,"the barometer. Yesterday it was so high, yesterday night it fell, then"
35,"this morning it rose again, and so gently upward to here. Surely the"
35,"mercury did not trace this line in any of the dimensions of Space"
35,"generally recognised? But certainly it traced such a line, and that"
35,"line, therefore, we must conclude, was along the Time-Dimension.”"
35,""
35,"“But,” said the Medical Man, staring hard at a coal in the fire, “if"
35,"Time is really only a fourth dimension of Space, why is it, and why has"
35,"it always been, regarded as something different? And why cannot we move"
35,"in Time as we move about in the other dimensions of Space?”"
35,""
35,"The Time Traveller smiled. “Are you so sure we can move freely in"
35,"Space? Right and left we can go, backward and forward freely enough,"
35,"and men always have done so. I admit we move freely in two dimensions."
35,"But how about up and down? Gravitation limits us there.”"
35,""
35,"“Not exactly,” said the Medical Man. “There are balloons.”"
35,""
35,"“But before the balloons, save for spasmodic jumping and the"
35,"inequalities of the surface, man had no freedom of vertical movement.”"
35,""
35,"“Still they could move a little up and down,” said the Medical Man."
35,""
35,"“Easier, far easier down than up.”"
35,""
35,"“And you cannot move at all in Time, you cannot get away from the"
35,"present moment.”"
35,""
35,"“My dear sir, that is just where you are wrong. That is just where the"
35,"whole world has gone wrong. We are always getting away from the present"
