"gutenberg_id","text"
141,"MANSFIELD PARK"
141,""
141,"(1814)"
141,""
141,"By Jane Austen"
141,""
141,""
141,"Contents"
141,""
141,"   CHAPTER I"
141,"   CHAPTER II"
141,"   CHAPTER III"
141,"   CHAPTER IV"
141,"   CHAPTER V"
141,"   CHAPTER VI"
141,"   CHAPTER VII"
141,"   CHAPTER VIII"
141,"   CHAPTER IX"
141,"   CHAPTER X"
141,"   CHAPTER XI"
141,"   CHAPTER XII"
141,"   CHAPTER XIII"
141,"   CHAPTER XIV"
141,"   CHAPTER XV"
141,"   CHAPTER XVI"
141,"   CHAPTER XVII"
141,"   CHAPTER XVIII"
141,"   CHAPTER XIX"
141,"   CHAPTER XX"
141,"   CHAPTER XXI"
141,"   CHAPTER XXII"
141,"   CHAPTER XXIII"
141,"   CHAPTER XXIV"
141,"   CHAPTER XXV"
141,"   CHAPTER XXVI"
141,"   CHAPTER XXVII"
141,"   CHAPTER XXVIII"
141,"   CHAPTER XXIX"
141,"   CHAPTER XXX"
141,"   CHAPTER XXXI"
141,"   CHAPTER XXXII"
141,"   CHAPTER XXXIII"
141,"   CHAPTER XXXIV"
141,"   CHAPTER XXXV"
141,"   CHAPTER XXXVI"
141,"   CHAPTER XXXVII"
141,"   CHAPTER XXXVIII"
141,"   CHAPTER XXXIX"
141,"   CHAPTER XL"
141,"   CHAPTER XLI"
141,"   CHAPTER XLII"
141,"   CHAPTER XLIII"
141,"   CHAPTER XLIV"
141,"   CHAPTER XLV"
141,"   CHAPTER XLVI"
141,"   CHAPTER XLVII"
141,"   CHAPTER XLVIII"
141,""
141,""
141,""
141,""
141,"CHAPTER I"
141,""
141,""
141,"About thirty years ago Miss Maria Ward, of Huntingdon, with only seven"
141,"thousand pounds, had the good luck to captivate Sir Thomas Bertram, of"
141,"Mansfield Park, in the county of Northampton, and to be thereby raised"
141,"to the rank of a baronet’s lady, with all the comforts and consequences"
141,"of an handsome house and large income. All Huntingdon exclaimed on the"
141,"greatness of the match, and her uncle, the lawyer, himself, allowed her"
141,"to be at least three thousand pounds short of any equitable claim to"
141,"it. She had two sisters to be benefited by her elevation; and such of"
141,"their acquaintance as thought Miss Ward and Miss Frances quite as"
141,"handsome as Miss Maria, did not scruple to predict their marrying with"
141,"almost equal advantage. But there certainly are not so many men of"
141,"large fortune in the world as there are pretty women to deserve them."
141,"Miss Ward, at the end of half a dozen years, found herself obliged to"
141,"be attached to the Rev. Mr. Norris, a friend of her brother-in-law,"
141,"with scarcely any private fortune, and Miss Frances fared yet worse."
141,"Miss Ward’s match, indeed, when it came to the point, was not"
141,"contemptible: Sir Thomas being happily able to give his friend an"
141,"income in the living of Mansfield; and Mr. and Mrs. Norris began their"
141,"career of conjugal felicity with very little less than a thousand a"
141,"year. But Miss Frances married, in the common phrase, to disoblige her"
141,"family, and by fixing on a lieutenant of marines, without education,"
141,"fortune, or connexions, did it very thoroughly. She could hardly have"
141,"made a more untoward choice. Sir Thomas Bertram had interest, which,"
141,"from principle as well as pride—from a general wish of doing right, and"
141,"a desire of seeing all that were connected with him in situations of"
141,"respectability, he would have been glad to exert for the advantage of"
141,"Lady Bertram’s sister; but her husband’s profession was such as no"
141,"interest could reach; and before he had time to devise any other method"
141,"of assisting them, an absolute breach between the sisters had taken"
141,"place. It was the natural result of the conduct of each party, and such"
141,"as a very imprudent marriage almost always produces. To save herself"
141,"from useless remonstrance, Mrs. Price never wrote to her family on the"
141,"subject till actually married. Lady Bertram, who was a woman of very"
141,"tranquil feelings, and a temper remarkably easy and indolent, would"
141,"have contented herself with merely giving up her sister, and thinking"
141,"no more of the matter; but Mrs. Norris had a spirit of activity, which"
141,"could not be satisfied till she had written a long and angry letter to"
141,"Fanny, to point out the folly of her conduct, and threaten her with all"
141,"its possible ill consequences. Mrs. Price, in her turn, was injured and"
141,"angry; and an answer, which comprehended each sister in its bitterness,"
141,"and bestowed such very disrespectful reflections on the pride of Sir"
141,"Thomas as Mrs. Norris could not possibly keep to herself, put an end to"
141,"all intercourse between them for a considerable period."
141,""
141,"Their homes were so distant, and the circles in which they moved so"
141,"distinct, as almost to preclude the means of ever hearing of each"
141,"other’s existence during the eleven following years, or, at least, to"
141,"make it very wonderful to Sir Thomas that Mrs. Norris should ever have"
141,"it in her power to tell them, as she now and then did, in an angry"
141,"voice, that Fanny had got another child. By the end of eleven years,"
141,"however, Mrs. Price could no longer afford to cherish pride or"
141,"resentment, or to lose one connexion that might possibly assist her. A"
141,"large and still increasing family, an husband disabled for active"
141,"service, but not the less equal to company and good liquor, and a very"
141,"small income to supply their wants, made her eager to regain the"
141,"friends she had so carelessly sacrificed; and she addressed Lady"
141,"Bertram in a letter which spoke so much contrition and despondence,"
141,"such a superfluity of children, and such a want of almost everything"
141,"else, as could not but dispose them all to a reconciliation. She was"
141,"preparing for her ninth lying-in; and after bewailing the circumstance,"
141,"and imploring their countenance as sponsors to the expected child, she"
141,"could not conceal how important she felt they might be to the future"
141,"maintenance of the eight already in being. Her eldest was a boy of ten"
141,"years old, a fine spirited fellow, who longed to be out in the world;"
141,"but what could she do? Was there any chance of his being hereafter"
141,"useful to Sir Thomas in the concerns of his West Indian property? No"
141,"situation would be beneath him; or what did Sir Thomas think of"
141,"Woolwich? or how could a boy be sent out to the East?"
141,""
141,"The letter was not unproductive. It re-established peace and kindness."
141,"Sir Thomas sent friendly advice and professions, Lady Bertram"
141,"dispatched money and baby-linen, and Mrs. Norris wrote the letters."
141,""
141,"Such were its immediate effects, and within a twelvemonth a more"
141,"important advantage to Mrs. Price resulted from it. Mrs. Norris was"
141,"often observing to the others that she could not get her poor sister"
141,"and her family out of her head, and that, much as they had all done for"
141,"her, she seemed to be wanting to do more; and at length she could not"
141,"but own it to be her wish that poor Mrs. Price should be relieved from"
141,"the charge and expense of one child entirely out of her great number."
141,"“What if they were among them to undertake the care of her eldest"
141,"daughter, a girl now nine years old, of an age to require more"
141,"attention than her poor mother could possibly give? The trouble and"
141,"expense of it to them would be nothing, compared with the benevolence"
141,"of the action.” Lady Bertram agreed with her instantly. “I think we"
141,"cannot do better,” said she; “let us send for the child.”"
141,""
141,"Sir Thomas could not give so instantaneous and unqualified a consent."
141,"He debated and hesitated;—it was a serious charge;—a girl so brought up"
141,"must be adequately provided for, or there would be cruelty instead of"
141,"kindness in taking her from her family. He thought of his own four"
141,"children, of his two sons, of cousins in love, etc.;—but no sooner had"
141,"he deliberately begun to state his objections, than Mrs. Norris"
141,"interrupted him with a reply to them all, whether stated or not."
141,""
141,"“My dear Sir Thomas, I perfectly comprehend you, and do justice to the"
141,"generosity and delicacy of your notions, which indeed are quite of a"
141,"piece with your general conduct; and I entirely agree with you in the"
141,"main as to the propriety of doing everything one could by way of"
141,"providing for a child one had in a manner taken into one’s own hands;"
141,"and I am sure I should be the last person in the world to withhold my"
141,"mite upon such an occasion. Having no children of my own, who should I"
141,"look to in any little matter I may ever have to bestow, but the"
141,"children of my sisters?—and I am sure Mr. Norris is too just—but you"
141,"know I am a woman of few words and professions. Do not let us be"
141,"frightened from a good deed by a trifle. Give a girl an education, and"
141,"introduce her properly into the world, and ten to one but she has the"
141,"means of settling well, without farther expense to anybody. A niece of"
141,"ours, Sir Thomas, I may say, or at least of _yours_, would not grow up"
141,"in this neighbourhood without many advantages. I don’t say she would be"
141,"so handsome as her cousins. I dare say she would not; but she would be"
141,"introduced into the society of this country under such very favourable"
141,"circumstances as, in all human probability, would get her a creditable"
141,"establishment. You are thinking of your sons—but do not you know that,"
141,"of all things upon earth, _that_ is the least likely to happen, brought"
141,"up as they would be, always together like brothers and sisters? It is"
141,"morally impossible. I never knew an instance of it. It is, in fact, the"
141,"only sure way of providing against the connexion. Suppose her a pretty"
141,"girl, and seen by Tom or Edmund for the first time seven years hence,"
141,"and I dare say there would be mischief. The very idea of her having"
141,"been suffered to grow up at a distance from us all in poverty and"
141,"neglect, would be enough to make either of the dear, sweet-tempered"
141,"boys in love with her. But breed her up with them from this time, and"
141,"suppose her even to have the beauty of an angel, and she will never be"
141,"more to either than a sister.”"
141,""
141,"“There is a great deal of truth in what you say,” replied Sir Thomas,"
141,"“and far be it from me to throw any fanciful impediment in the way of a"
141,"plan which would be so consistent with the relative situations of each."
141,"I only meant to observe that it ought not to be lightly engaged in, and"
141,"that to make it really serviceable to Mrs. Price, and creditable to"
141,"ourselves, we must secure to the child, or consider ourselves engaged"
141,"to secure to her hereafter, as circumstances may arise, the provision"
141,"of a gentlewoman, if no such establishment should offer as you are so"
141,"sanguine in expecting.”"
141,""
141,"“I thoroughly understand you,” cried Mrs. Norris, “you are everything"
141,"that is generous and considerate, and I am sure we shall never disagree"
141,"on this point. Whatever I can do, as you well know, I am always ready"
141,"enough to do for the good of those I love; and, though I could never"
141,"feel for this little girl the hundredth part of the regard I bear your"
141,"own dear children, nor consider her, in any respect, so much my own, I"
141,"should hate myself if I were capable of neglecting her. Is not she a"
