"gutenberg_id","text"
158,"Emma"
158,""
158,"by Jane Austen"
158,""
158,""
158,"Contents"
158,""
158," VOLUME I."
158," CHAPTER I."
158," CHAPTER II."
158," CHAPTER III."
158," CHAPTER IV."
158," CHAPTER V."
158," CHAPTER VI."
158," CHAPTER VII."
158," CHAPTER VIII."
158," CHAPTER IX."
158," CHAPTER X."
158," CHAPTER XI."
158," CHAPTER XII."
158," CHAPTER XIII."
158," CHAPTER XIV."
158," CHAPTER XV."
158," CHAPTER XVI."
158," CHAPTER XVII."
158," CHAPTER XVIII."
158,""
158," VOLUME II."
158," CHAPTER I."
158," CHAPTER II."
158," CHAPTER III."
158," CHAPTER IV."
158," CHAPTER V."
158," CHAPTER VI."
158," CHAPTER VII."
158," CHAPTER VIII."
158," CHAPTER IX."
158," CHAPTER X."
158," CHAPTER XI."
158," CHAPTER XII."
158," CHAPTER XIII."
158," CHAPTER XIV."
158," CHAPTER XV."
158," CHAPTER XVI."
158," CHAPTER XVII."
158," CHAPTER XVIII."
158,""
158," VOLUME III."
158," CHAPTER I."
158," CHAPTER II."
158," CHAPTER III."
158," CHAPTER IV."
158," CHAPTER V."
158," CHAPTER VI."
158," CHAPTER VII."
158," CHAPTER VIII."
158," CHAPTER IX."
158," CHAPTER X."
158," CHAPTER XI."
158," CHAPTER XII."
158," CHAPTER XIII."
158," CHAPTER XIV."
158," CHAPTER XV."
158," CHAPTER XVI."
158," CHAPTER XVII."
158," CHAPTER XVIII."
158," CHAPTER XIX."
158,""
158,""
158,""
158,""
158,"VOLUME I"
158,""
158,""
158,""
158,""
158,"CHAPTER I"
158,""
158,""
158,"Emma Woodhouse, handsome, clever, and rich, with a comfortable home and"
158,"happy disposition, seemed to unite some of the best blessings of"
158,"existence; and had lived nearly twenty-one years in the world with very"
158,"little to distress or vex her."
158,""
158,"She was the youngest of the two daughters of a most affectionate,"
158,"indulgent father; and had, in consequence of her sister’s marriage,"
158,"been mistress of his house from a very early period. Her mother had"
158,"died too long ago for her to have more than an indistinct remembrance"
158,"of her caresses; and her place had been supplied by an excellent woman"
158,"as governess, who had fallen little short of a mother in affection."
158,""
158,"Sixteen years had Miss Taylor been in Mr. Woodhouse’s family, less as a"
158,"governess than a friend, very fond of both daughters, but particularly"
158,"of Emma. Between _them_ it was more the intimacy of sisters. Even"
158,"before Miss Taylor had ceased to hold the nominal office of governess,"
158,"the mildness of her temper had hardly allowed her to impose any"
158,"restraint; and the shadow of authority being now long passed away, they"
158,"had been living together as friend and friend very mutually attached,"
158,"and Emma doing just what she liked; highly esteeming Miss Taylor’s"
158,"judgment, but directed chiefly by her own."
158,""
158,"The real evils, indeed, of Emma’s situation were the power of having"
158,"rather too much her own way, and a disposition to think a little too"
158,"well of herself; these were the disadvantages which threatened alloy to"
158,"her many enjoyments. The danger, however, was at present so"
158,"unperceived, that they did not by any means rank as misfortunes with"
158,"her."
158,""
158,"Sorrow came—a gentle sorrow—but not at all in the shape of any"
158,"disagreeable consciousness.—Miss Taylor married. It was Miss Taylor’s"
158,"loss which first brought grief. It was on the wedding-day of this"
158,"beloved friend that Emma first sat in mournful thought of any"
158,"continuance. The wedding over, and the bride-people gone, her father"
158,"and herself were left to dine together, with no prospect of a third to"
158,"cheer a long evening. Her father composed himself to sleep after"
158,"dinner, as usual, and she had then only to sit and think of what she"
158,"had lost."
158,""
158,"The event had every promise of happiness for her friend. Mr. Weston was"
158,"a man of unexceptionable character, easy fortune, suitable age, and"
158,"pleasant manners; and there was some satisfaction in considering with"
158,"what self-denying, generous friendship she had always wished and"
158,"promoted the match; but it was a black morning’s work for her. The want"
158,"of Miss Taylor would be felt every hour of every day. She recalled her"
158,"past kindness—the kindness, the affection of sixteen years—how she had"
158,"taught and how she had played with her from five years old—how she had"
158,"devoted all her powers to attach and amuse her in health—and how nursed"
158,"her through the various illnesses of childhood. A large debt of"
158,"gratitude was owing here; but the intercourse of the last seven years,"
158,"the equal footing and perfect unreserve which had soon followed"
158,"Isabella’s marriage, on their being left to each other, was yet a"
158,"dearer, tenderer recollection. She had been a friend and companion such"
158,"as few possessed: intelligent, well-informed, useful, gentle, knowing"
158,"all the ways of the family, interested in all its concerns, and"
158,"peculiarly interested in herself, in every pleasure, every scheme of"
158,"hers—one to whom she could speak every thought as it arose, and who had"
158,"such an affection for her as could never find fault."
158,""
158,"How was she to bear the change?—It was true that her friend was going"
158,"only half a mile from them; but Emma was aware that great must be the"
158,"difference between a Mrs. Weston, only half a mile from them, and a"
158,"Miss Taylor in the house; and with all her advantages, natural and"
158,"domestic, she was now in great danger of suffering from intellectual"
158,"solitude. She dearly loved her father, but he was no companion for her."
158,"He could not meet her in conversation, rational or playful."
158,""
158,"The evil of the actual disparity in their ages (and Mr. Woodhouse had"
158,"not married early) was much increased by his constitution and habits;"
158,"for having been a valetudinarian all his life, without activity of mind"
158,"or body, he was a much older man in ways than in years; and though"
158,"everywhere beloved for the friendliness of his heart and his amiable"
158,"temper, his talents could not have recommended him at any time."
158,""
158,"Her sister, though comparatively but little removed by matrimony, being"
158,"settled in London, only sixteen miles off, was much beyond her daily"
158,"reach; and many a long October and November evening must be struggled"
158,"through at Hartfield, before Christmas brought the next visit from"
158,"Isabella and her husband, and their little children, to fill the house,"
158,"and give her pleasant society again."
158,""
158,"Highbury, the large and populous village, almost amounting to a town,"
158,"to which Hartfield, in spite of its separate lawn, and shrubberies, and"
158,"name, did really belong, afforded her no equals. The Woodhouses were"
158,"first in consequence there. All looked up to them. She had many"
158,"acquaintance in the place, for her father was universally civil, but"
158,"not one among them who could be accepted in lieu of Miss Taylor for"
